company_id,ticker,cik,accession_number,form,filing_date,year,primary_doc_url,download_status
35,AKA,0001865107,0001865107-24-000010,10-K,2024-03-07,2024,https://www.sec.gov/Archives/edgar/data/1865107/000186510724000010/aka-20231231.htm,downloaded
36,LVLU,0001780201,0001104659-26-036884,10-K,2026-03-30,2026,https://www.sec.gov/Archives/edgar/data/1780201/000110465926036884/lvlu-20251228x10k.htm,downloaded
36,LVLU,0001780201,0001558370-25-003845,10-K,2025-03-27,2025,https://www.sec.gov/Archives/edgar/data/1780201/000155837025003845/tmb-20241229x10k.htm,downloaded
36,LVLU,0001780201,0001558370-24-002599,10-K,2024-03-06,2024,https://www.sec.gov/Archives/edgar/data/1780201/000155837024002599/tmb-20231231x10k.htm,downloaded
37,ANF,0001018840,0001018840-26-000012,10-K,2026-03-26,2026,https://www.sec.gov/Archives/edgar/data/1018840/000101884026000012/anf-20260131.htm,downloaded
37,ANF,0001018840,0001018840-25-000013,10-K,2025-03-31,2025,https://www.sec.gov/Archives/edgar/data/1018840/000101884025000013/anf-20250201.htm,downloaded
37,ANF,0001018840,0001018840-24-000019,10-K,2024-04-01,2024,https://www.sec.gov/Archives/edgar/data/1018840/000101884024000019/anf-20240203.htm,downloaded
38,PLCE,0001041859,0001628280-26-024672,10-K,2026-04-10,2026,https://www.sec.gov/Archives/edgar/data/1041859/000162828026024672/plce-20260131.htm,downloaded
38,PLCE,0001041859,0001628280-25-018195,10-K,2025-04-17,2025,https://www.sec.gov/Archives/edgar/data/1041859/000162828025018195/plce-20250201.htm,downloaded
38,PLCE,0001041859,0001628280-24-020436,10-K,2024-05-06,2024,https://www.sec.gov/Archives/edgar/data/1041859/000162828024020436/plce-20240203.htm,downloaded
39,CTRN,0001318484,0001104659-26-043813,10-K,2026-04-15,2026,https://www.sec.gov/Archives/edgar/data/1318484/000110465926043813/ctrn-20260131x10k.htm,downloaded
39,CTRN,0001318484,0001558370-25-004897,10-K,2025-04-16,2025,https://www.sec.gov/Archives/edgar/data/1318484/000155837025004897/ctrn-20250201x10k.htm,downloaded
39,CTRN,0001318484,0001558370-24-005294,10-K,2024-04-18,2024,https://www.sec.gov/Archives/edgar/data/1318484/000155837024005294/ctrn-20240203x10k.htm,downloaded
40,ZUMZ,0001318008,0001193125-26-104063,10-K,2026-03-12,2026,https://www.sec.gov/Archives/edgar/data/1318008/000119312526104063/zumz-20260131.htm,downloaded
40,ZUMZ,0001318008,0000950170-25-038692,10-K,2025-03-13,2025,https://www.sec.gov/Archives/edgar/data/1318008/000095017025038692/zumz-20250201.htm,downloaded
40,ZUMZ,0001318008,0000950170-24-031449,10-K,2024-03-14,2024,https://www.sec.gov/Archives/edgar/data/1318008/000095017024031449/zumz-20240203.htm,downloaded
41,XELB,0001083220,0001104659-26-043348,10-K,2026-04-15,2026,https://www.sec.gov/Archives/edgar/data/1083220/000110465926043348/xelb-20251231x10k.htm,downloaded
41,XELB,0001083220,0001558370-25-008172,10-K,2025-05-28,2025,https://www.sec.gov/Archives/edgar/data/1083220/000155837025008172/xelb-20241231x10k.htm,downloaded
41,XELB,0001083220,0001558370-24-005326,10-K,2024-04-19,2024,https://www.sec.gov/Archives/edgar/data/1083220/000155837024005326/xelb-20231231x10k.htm,downloaded
42,CAL,0000014707,0000014707-26-000053,10-K,2026-04-02,2026,https://www.sec.gov/Archives/edgar/data/14707/000001470726000053/cal-20260131x10k.htm,downloaded
42,CAL,0000014707,0000014707-25-000017,10-K,2025-04-01,2025,https://www.sec.gov/Archives/edgar/data/14707/000001470725000017/cal-20250201x10k.htm,downloaded
42,CAL,0000014707,0000014707-24-000012,10-K,2024-04-02,2024,https://www.sec.gov/Archives/edgar/data/14707/000001470724000012/cal-20240203x10k.htm,downloaded
43,GCO,0000018498,0001193125-26-123492,10-K,2026-03-25,2026,https://www.sec.gov/Archives/edgar/data/18498/000119312526123492/gco-20260131.htm,downloaded
43,GCO,0000018498,0000950170-25-044864,10-K,2025-03-26,2025,https://www.sec.gov/Archives/edgar/data/18498/000095017025044864/gco-20250201.htm,downloaded
43,GCO,0000018498,0000950170-24-036902,10-K,2024-03-27,2024,https://www.sec.gov/Archives/edgar/data/18498/000095017024036902/gco-20240203.htm,downloaded
44,FL,0000850209,0001437749-25-009620,10-K,2025-03-27,2025,https://www.sec.gov/Archives/edgar/data/850209/000143774925009620/floc20241213_10k.htm,downloaded
44,FL,0000850209,0001437749-24-009866,10-K,2024-03-28,2024,https://www.sec.gov/Archives/edgar/data/850209/000143774924009866/floc20240203_10k.htm,downloaded
44,FL,0000850209,0000850209-23-000006,10-K,2023-03-27,2023,https://www.sec.gov/Archives/edgar/data/850209/000085020923000006/fl-20230128x10k.htm,downloaded
45,BOOT,0001610250,0001104659-26-061346,10-K,2026-05-14,2026,https://www.sec.gov/Archives/edgar/data/1610250/000110465926061346/boot-20260328x10k.htm,downloaded
45,BOOT,0001610250,0001558370-25-007889,10-K,2025-05-15,2025,https://www.sec.gov/Archives/edgar/data/1610250/000155837025007889/boot-20250329x10k.htm,downloaded
45,BOOT,0001610250,0001558370-24-008176,10-K,2024-05-15,2024,https://www.sec.gov/Archives/edgar/data/1610250/000155837024008176/boot-20240330x10k.htm,downloaded
46,DBI,0001319947,0001319947-26-000022,10-K,2026-03-30,2026,https://www.sec.gov/Archives/edgar/data/1319947/000131994726000022/dsw-20260131.htm,downloaded
46,DBI,0001319947,0001319947-25-000012,10-K,2025-03-24,2025,https://www.sec.gov/Archives/edgar/data/1319947/000131994725000012/dsw-20250201.htm,downloaded
46,DBI,0001319947,0001319947-24-000011,10-K,2024-03-25,2024,https://www.sec.gov/Archives/edgar/data/1319947/000131994724000011/dsw-20240203.htm,downloaded
47,SHOE,0000895447,0001193125-26-126279,10-K,2026-03-26,2026,https://www.sec.gov/Archives/edgar/data/895447/000119312526126279/scvl-20260131.htm,downloaded
47,SHOE,0000895447,0000950170-25-043195,10-K,2025-03-21,2025,https://www.sec.gov/Archives/edgar/data/895447/000095017025043195/scvl-20250201.htm,downloaded
47,SHOE,0000895447,0000950170-24-035337,10-K,2024-03-22,2024,https://www.sec.gov/Archives/edgar/data/895447/000095017024035337/scvl-20240203.htm,downloaded
48,SGC,0000095574,0001437749-26-006653,10-K,2026-03-03,2026,https://www.sec.gov/Archives/edgar/data/95574/000143774926006653/sgc20251231_10k.htm,downloaded
48,SGC,0000095574,0001437749-25-007055,10-K,2025-03-11,2025,https://www.sec.gov/Archives/edgar/data/95574/000143774925007055/sgc20241231_10k.htm,downloaded
48,SGC,0000095574,0001437749-24-007685,10-K,2024-03-14,2024,https://www.sec.gov/Archives/edgar/data/95574/000143774924007685/sgc20231231_10k.htm,downloaded
49,VFC,0000103379,0000103379-26-000030,10-K,2026-05-20,2026,https://www.sec.gov/Archives/edgar/data/103379/000010337926000030/vfc-20260328.htm,downloaded
49,VFC,0000103379,0000103379-25-000023,10-K,2025-05-22,2025,https://www.sec.gov/Archives/edgar/data/103379/000010337925000023/vfc-20250329.htm,downloaded
49,VFC,0000103379,0000103379-24-000008,10-K,2024-05-23,2024,https://www.sec.gov/Archives/edgar/data/103379/000010337924000008/vfc-20240330.htm,downloaded
50,OXM,0000075288,0000075288-26-000026,10-K,2026-03-27,2026,https://www.sec.gov/Archives/edgar/data/75288/000007528826000026/oxm-20260131.htm,downloaded
50,OXM,0000075288,0000075288-25-000033,10-K,2025-03-31,2025,https://www.sec.gov/Archives/edgar/data/75288/000007528825000033/oxm-20250201.htm,downloaded
50,OXM,0000075288,0000075288-24-000003,10-K,2024-04-01,2024,https://www.sec.gov/Archives/edgar/data/75288/000007528824000003/oxm-20240203x10k.htm,downloaded
51,PVH,0000078239,0000078239-26-000021,10-K,2026-03-31,2026,https://www.sec.gov/Archives/edgar/data/78239/000007823926000021/pvh-20260201.htm,downloaded
51,PVH,0000078239,0000078239-25-000018,10-K,2025-04-01,2025,https://www.sec.gov/Archives/edgar/data/78239/000007823925000018/pvh-20250202.htm,downloaded
51,PVH,0000078239,0000078239-24-000013,10-K,2024-04-02,2024,https://www.sec.gov/Archives/edgar/data/78239/000007823924000013/pvh-20240204.htm,downloaded
52,LEVI,0000094845,0000094845-26-000008,10-K,2026-01-28,2026,https://www.sec.gov/Archives/edgar/data/94845/000009484526000008/lvis-20251130.htm,downloaded
52,LEVI,0000094845,0000094845-25-000005,10-K,2025-01-29,2025,https://www.sec.gov/Archives/edgar/data/94845/000009484525000005/lvis-20241201.htm,downloaded
52,LEVI,0000094845,0000094845-24-000010,10-K,2024-01-25,2024,https://www.sec.gov/Archives/edgar/data/94845/000009484524000010/lvis-20231126.htm,downloaded
53,VNCE,0001579157,0001193125-26-158986,10-K,2026-04-16,2026,https://www.sec.gov/Archives/edgar/data/1579157/000119312526158986/vnce-20260131.htm,downloaded
53,VNCE,0001579157,0000950170-25-062847,10-K,2025-05-02,2025,https://www.sec.gov/Archives/edgar/data/1579157/000095017025062847/vnce-20250201.htm,downloaded
53,VNCE,0001579157,0000950170-24-052254,10-K,2024-05-02,2024,https://www.sec.gov/Archives/edgar/data/1579157/000095017024052254/vnce-20240203.htm,downloaded
54,JRSH,0001696558,0001213900-26-070227,10-K,2026-06-18,2026,https://www.sec.gov/Archives/edgar/data/1696558/000121390026070227/ea0292859-10k_jerash.htm,downloaded
